UniqueID,Date tick found,Host,Species,Vegtype,Counts_submit
TD0812,4/27/1990,Not_attached,Dermacentor_variabilis,Forest,1
TD0816,4/27/1990,Not_attached,Dermacentor_variabilis,Forest,1
TD0817,4/27/1990,Homo_sapiens,Ixodes_scapularis,Forest,1
TD0834,4/28/1990,Felis_silvestris,Dermacentor_variabilis,Forest,2
TD0831,4/28/1990,Not_attached,Dermacentor_variabilis,Forest,1
TD0837,4/28/1990,Not_attached,Dermacentor_variabilis,Forest,1
TD0840,4/29/1990,Canis_lupus,Dermacentor_variabilis,Forest,4
TD0846,4/30/1990,Canis_lupus,Dermacentor_variabilis,Forest,2
TD0848,4/30/1990,Canis_lupus,Dermacentor_variabilis,Forest,31
TD0849,4/30/1990,Canis_lupus,Dermacentor_variabilis,Forest,5
TD0862,4/30/1990,Homo_sapiens,Dermacentor_variabilis,Forest,1
TD0863,4/30/1990,Homo_sapiens,Dermacentor_variabilis,Forest,1
TD0870,4/30/1990,Homo_sapiens,Dermacentor_variabilis,Forest,1
TD0871,4/30/1990,Not_attached,Dermacentor_variabilis,Forest,2
TD0872,4/30/1990,Not_attached,Dermacentor_variabilis,Forest,4
TD0866,4/30/1990,Homo_sapiens,Ixodes_scapularis,Forest,1
TD0885,5/1/1990,Canis_lupus,Dermacentor_variabilis,Forest,1
TD0895,5/1/1990,Canis_lupus,Dermacentor_variabilis,Forest,47
TD0894,5/1/1990,Canis_lupus,Dermacentor_variabilis,Forest,2
TD0902,5/1/1990,Homo_sapiens,Dermacentor_variabilis,Forest,1
TD0921,5/2/1990,Canis_lupus,Dermacentor_variabilis,Forest,1
TD0907,5/2/1990,Not_attached,Dermacentor_variabilis,Forest,1
TD0910,5/2/1990,Not_attached,Dermacentor_variabilis,Forest,1
TD0916,5/2/1990,Not_attached,Dermacentor_variabilis,Forest,1
TD0934,5/3/1990,Canis_lupus,Dermacentor_variabilis,Forest,1
TD0938,5/4/1990,Canis_lupus,Dermacentor_variabilis,Forest,7
TD0956,5/4/1990,Homo_sapiens,Dermacentor_variabilis,Forest,1
TD0941,5/4/1990,Not_attached,Dermacentor_variabilis,Forest,1
TD0964,5/5/1990,Homo_sapiens,Dermacentor_variabilis,Forest,1
TD0975,5/6/1990,Canis_lupus,Dermacentor_variabilis,Forest,4
TD0973,5/6/1990,Homo_sapiens,Dermacentor_variabilis,Forest,1
TD0994,5/7/1990,Homo_sapiens,Dermacentor_variabilis,Forest,1
TD0996,5/7/1990,Homo_sapiens,Dermacentor_variabilis,Forest,4
TD0984,5/7/1990,Not_attached,Dermacentor_variabilis,Forest,1
TD0995,5/7/1990,Not_attached,Dermacentor_variabilis,Forest,2
TD1019,5/8/1990,Homo_sapiens,Amblyomma_americanum,Forest,1
TD1010,5/8/1990,Canis_lupus,Dermacentor_variabilis,Forest,4
TD1011,5/8/1990,Canis_lupus,Dermacentor_variabilis,Forest,15
TD1007,5/8/1990,Homo_sapiens,Dermacentor_variabilis,Forest,1
TD1018,5/8/1990,Homo_sapiens,Dermacentor_variabilis,Forest,1
TD1029,5/9/1990,Homo_sapiens,Dermacentor_variabilis,Forest,1
TD1020,5/9/1990,Not_attached,Dermacentor_variabilis,Forest,1
TD1025,5/9/1990,Not_attached,Dermacentor_variabilis,Forest,1
TD1032,5/9/1990,Not_attached,Dermacentor_variabilis,Forest,2
TD1055,5/10/1990,Not_attached,Dermacentor_albipictus,Forest,1
TD1083,5/12/1990,Not_attached,Dermacentor_variabilis,Forest,2
TD1082,5/12/1990,Canis_lupus,Ixodes_scapularis,Forest,1
TD1086,5/13/1990,Felis_silvestris,Ixodes_cookei,Forest,1
TD1094,5/14/1990,Canis_lupus,Dermacentor_variabilis,Forest,1
TD1103,5/14/1990,Canis_lupus,Dermacentor_variabilis,Forest,2
TD1091,5/14/1990,Homo_sapiens,Dermacentor_variabilis,Forest,3
TD1092,5/14/1990,Homo_sapiens,Dermacentor_variabilis,Forest,1
TD1093,5/14/1990,Homo_sapiens,Dermacentor_variabilis,Forest,1
TD1097,5/14/1990,Homo_sapiens,Dermacentor_variabilis,Forest,1
TD1096,5/14/1990,Not_attached,Dermacentor_variabilis,Forest,1
TD1113,5/15/1990,Canis_lupus,Dermacentor_variabilis,Forest,3
TD1117,5/15/1990,Canis_lupus,Dermacentor_variabilis,Forest,55
TD1123,5/15/1990,Canis_lupus,Dermacentor_variabilis,Forest,33
TD1125,5/15/1990,Canis_lupus,Dermacentor_variabilis,Forest,1
TD1109,5/15/1990,Homo_sapiens,Dermacentor_variabilis,Forest,1
TD1111,5/15/1990,Homo_sapiens,Dermacentor_variabilis,Forest,1
TD1120,5/15/1990,Homo_sapiens,Dermacentor_variabilis,Forest,1
TD1122,5/15/1990,Homo_sapiens,Dermacentor_variabilis,Forest,1
TD1130,5/16/1990,Canis_lupus,Dermacentor_variabilis,Forest,1
TD1131,5/16/1990,Homo_sapiens,Dermacentor_variabilis,Forest,1
TD1139,5/16/1990,Homo_sapiens,Dermacentor_variabilis,Forest,1
TD1148,5/17/1990,Homo_sapiens,Ixodes_scapularis,Forest,1
TD1164,5/18/1990,Canis_lupus,Dermacentor_variabilis,Forest,2
TD1165,5/18/1990,Homo_sapiens,Dermacentor_variabilis,Forest,1
TD1177,5/19/1990,Homo_sapiens,Dermacentor_variabilis,Forest,2
TD1178,5/19/1990,Homo_sapiens,Dermacentor_variabilis,Forest,1
TD1173,5/19/1990,Felis_silvestris,Ixodes_cookei,Forest,1
TD1174,5/19/1990,Homo_sapiens,Ixodes_scapularis,Forest,2
TD1185,5/20/1990,Canis_lupus,Dermacentor_variabilis,Forest,3
TD1191,5/21/1990,Canis_lupus,Dermacentor_variabilis,Forest,1
TD1201,5/21/1990,Homo_sapiens,Dermacentor_variabilis,Forest,1
TD1195,5/21/1990,Not_attached,Dermacentor_variabilis,Forest,1
TD1192,5/21/1990,Felis_silvestris,Ixodes_scapularis,Forest,1
TD1224,5/23/1990,Homo_sapiens,Dermacentor_variabilis,Forest,1
TD1227,5/23/1990,Homo_sapiens,Dermacentor_variabilis,Forest,1
TD1229,5/23/1990,Homo_sapiens,Dermacentor_variabilis,Forest,1
TD1236,5/23/1990,Homo_sapiens,Dermacentor_variabilis,Forest,1
TD1225,5/23/1990,Homo_sapiens,Ixodes_scapularis,Forest,1
TD1240,5/24/1990,Felis_silvestris,Ixodes_scapularis,Forest,1
TD1242,5/24/1990,Homo_sapiens,Ixodes_scapularis,Forest,1
TD1257,5/25/1990,Homo_sapiens,Dermacentor_variabilis,Forest,1
TD1274,5/27/1990,Canis_lupus,Dermacentor_variabilis,Forest,1
TD1269,5/27/1990,Homo_sapiens,Dermacentor_variabilis,Forest,1
TD1279,5/28/1990,Homo_sapiens,Amblyomma_americanum,Forest,1
TD1287,5/28/1990,Homo_sapiens,Dermacentor_variabilis,Forest,1
TD1281,5/28/1990,Felis_silvestris,Ixodes_scapularis,Forest,7
TD1299,5/29/1990,Homo_sapiens,Amblyomma_americanum,Forest,1
TD1293,5/29/1990,Homo_sapiens,Dermacentor_variabilis,Forest,1
TD1294,5/29/1990,Homo_sapiens,Dermacentor_variabilis,Forest,1
TD1296,5/29/1990,Marmota_monax,Ixodes_cookei,Forest,1
TD1288,5/29/1990,Homo_sapiens,Ixodes_scapularis,Forest,1
TD1311,5/30/1990,Homo_sapiens,Dermacentor_variabilis,Forest,1
TD1309,5/30/1990,Canis_lupus,Ixodes_cookei,Forest,6
TD1322,5/31/1990,Canis_lupus,Dermacentor_variabilis,Forest,1
TD1328,5/31/1990,Canis_lupus,Ixodes_scapularis,Forest,1
TD1316,5/31/1990,Homo_sapiens,Ixodes_scapularis,Forest,1
TD1333,6/1/1990,Homo_sapiens,Dermacentor_variabilis,Forest,1
TD1334,6/1/1990,Homo_sapiens,Dermacentor_variabilis,Forest,1
TD1343,6/2/1990,Homo_sapiens,Amblyomma_americanum,Forest,1
TD1340,6/2/1990,Homo_sapiens,Dermacentor_variabilis,Forest,1
TD1347,6/3/1990,Homo_sapiens,Dermacentor_variabilis,Forest,1
TD1352,6/4/1990,Homo_sapiens,Dermacentor_variabilis,Forest,1
TD1355,6/4/1990,Domestic_pets,Dermacentor_variabilis,Forest,66
TD1370,6/5/1990,Homo_sapiens,Ixodes_scapularis,Forest,1
TD1388,6/6/1990,Rodentia,Dermacentor_variabilis,Forest,1
TD1383,6/6/1990,Homo_sapiens,Dermacentor_variabilis,Forest,1
TD1375,6/6/1990,Rodentia,Ixodes_scapularis,Forest,10
TD1390,6/6/1990,Rodentia,Ornithodoros_kelleyi,Forest,1
TD1156,5/17/1990,Not_attached,Dermacentor_variabilis,Managed,1
TD0564,7/28/1989,Leporidae,Ixodes_dentatus,Managed,1
TD0609,2/4/1990,Not_attached,Ixodes_marxi,Managed,1
TD0610,2/7/1990,Canis_lupus,Rhipicephalus_sanguineus,Managed,1
TD0614,2/15/1990,Canis_lupus,Ixodes_cookei,Managed,1
TD0625,3/10/1990,Canis_lupus,Rhipicephalus_sanguineus,Managed,7
TD0633,3/16/1990,Felis_silvestris,Dermacentor_variabilis,Managed,1
TD0638,3/26/1990,Canis_lupus,Rhipicephalus_sanguineus,Managed,1
TD0639,3/27/1990,Canis_lupus,Rhipicephalus_sanguineus,Managed,1
TD0659,4/8/1990,Not_attached,Dermacentor_variabilis,Managed,1
TD0660,4/9/1990,Felis_silvestris,Dermacentor_variabilis,Managed,2
TD0671,4/11/1990,Procyonidae,Ixodes_cookei,Managed,2
TD0681,4/14/1990,Homo_sapiens,Dermacentor_variabilis,Managed,1
TD0682,4/14/1990,Homo_sapiens,Ixodes_cookei,Managed,1
TD0680,4/14/1990,Not_attached,Ixodes_scapularis,Managed,1
TD0689,4/15/1990,Homo_sapiens,Ixodes_cookei,Managed,1
TD0690,4/16/1990,Canis_lupus,Dermacentor_variabilis,Managed,2
TD0700,4/17/1990,Canis_lupus,Dermacentor_variabilis,Managed,22
TD0698,4/17/1990,Homo_sapiens,Dermacentor_variabilis,Managed,1
TD0695,4/17/1990,Homo_sapiens,Ixodes_scapularis,Managed,1
TD0705,4/18/1990,Felis_silvestris,Dermacentor_variabilis,Managed,1
TD0708,4/18/1990,Homo_sapiens,Dermacentor_variabilis,Managed,1
TD0712,4/19/1990,Homo_sapiens,Dermacentor_variabilis,Managed,1
TD0711,4/19/1990,Not_attached,Dermacentor_variabilis,Managed,2
TD0723,4/21/1990,Felis_silvestris,Dermacentor_variabilis,Managed,1
TD0726,4/21/1990,Canis_lupus,Dermacentor_variabilis,Managed,1
TD0736,4/22/1990,Homo_sapiens,Dermacentor_variabilis,Managed,1
TD0737,4/22/1990,Homo_sapiens,Dermacentor_variabilis,Managed,1
TD0728,4/22/1990,Homo_sapiens,Ixodes_scapularis,Managed,1
TD0743,4/23/1990,Not_attached,Dermacentor_variabilis,Managed,1
TD0748,4/23/1990,Not_attached,Dermacentor_variabilis,Managed,1
TD0747,4/23/1990,Homo_sapiens,Ixodes_scapularis,Managed,1
TD0764,4/24/1990,Homo_sapiens,Dermacentor_variabilis,Managed,1
TD0760,4/24/1990,Homo_sapiens,Ixodes_scapularis,Managed,1
TD0805,4/26/1990,Canis_lupus,Dermacentor_variabilis,Managed,1
TD0792,4/26/1990,Homo_sapiens,Dermacentor_variabilis,Managed,1
TD0794,4/26/1990,Homo_sapiens,Dermacentor_variabilis,Managed,1
TD0804,4/26/1990,Homo_sapiens,Dermacentor_variabilis,Managed,1
TD0809,4/27/1990,Homo_sapiens,Amblyomma_americanum,Managed,1
TD0823,4/27/1990,Canis_lupus,Dermacentor_variabilis,Managed,3
TD0813,4/27/1990,Homo_sapiens,Dermacentor_variabilis,Managed,6
TD0814,4/27/1990,Homo_sapiens,Dermacentor_variabilis,Managed,1
TD0811,4/27/1990,Not_attached,Dermacentor_variabilis,Managed,1
TD0821,4/27/1990,Not_attached,Dermacentor_variabilis,Managed,1
TD0824,4/27/1990,Domestic_pets,Ixodes_cookei,Managed,1
TD0818,4/27/1990,Homo_sapiens,Ixodes_scapularis,Managed,1
TD0832,4/28/1990,Homo_sapiens,Dermacentor_variabilis,Managed,1
TD0833,4/28/1990,Not_attached,Dermacentor_variabilis,Managed,1
TD0835,4/28/1990,Not_attached,Dermacentor_variabilis,Managed,1
TD0836,4/28/1990,Not_attached,Dermacentor_variabilis,Managed,1
TD0843,4/29/1990,Canis_lupus,Dermacentor_variabilis,Managed,9
TD0842,4/29/1990,Homo_sapiens,Dermacentor_variabilis,Managed,1
TD0838,4/29/1990,Not_attached,Dermacentor_variabilis,Managed,1
TD0855,4/30/1990,Homo_sapiens,Dermacentor_albipictus,Managed,1
TD0851,4/30/1990,Canis_lupus,Dermacentor_variabilis,Managed,36
TD0857,4/30/1990,Canis_lupus,Dermacentor_variabilis,Managed,1
TD0868,4/30/1990,Canis_lupus,Dermacentor_variabilis,Managed,6
TD0845,4/30/1990,Homo_sapiens,Dermacentor_variabilis,Managed,1
TD0850,4/30/1990,Homo_sapiens,Dermacentor_variabilis,Managed,1
TD0852,4/30/1990,Homo_sapiens,Dermacentor_variabilis,Managed,1
TD0867,4/30/1990,Homo_sapiens,Dermacentor_variabilis,Managed,1
TD0854,4/30/1990,Homo_sapiens,Ixodes_scapularis,Managed,1
TD0891,5/1/1990,Canis_lupus,Dermacentor_variabilis,Managed,1
TD0892,5/1/1990,Homo_sapiens,Dermacentor_variabilis,Managed,1
TD0893,5/1/1990,Homo_sapiens,Dermacentor_variabilis,Managed,4
TD0880,5/1/1990,Canis_lupus,Rhipicephalus_sanguineus,Managed,3
TD0912,5/2/1990,Felis_silvestris,Dermacentor_variabilis,Managed,1
TD0914,5/2/1990,Not_attached,Dermacentor_variabilis,Managed,1
TD0903,5/2/1990,Felis_silvestris,Ixodes_cookei,Managed,1
TD0925,5/3/1990,Canis_lupus,Dermacentor_variabilis,Managed,1
TD0930,5/3/1990,Canis_lupus,Dermacentor_variabilis,Managed,4
TD0929,5/3/1990,Homo_sapiens,Dermacentor_variabilis,Managed,1
TD0933,5/3/1990,Not_attached,Dermacentor_variabilis,Managed,1
TD0953,5/4/1990,Canis_lupus,Dermacentor_variabilis,Managed,3
TD0945,5/4/1990,Not_attached,Dermacentor_variabilis,Managed,1
TD0939,5/4/1990,Homo_sapiens,Ixodes_scapularis,Managed,1
TD0958,5/5/1990,Leporidae,Haemaphysalis_leporis-palustris,Managed,1
TD0969,5/6/1990,Homo_sapiens,Dermacentor_variabilis,Managed,1
TD0971,5/6/1990,Homo_sapiens,Dermacentor_variabilis,Managed,1
TD0972,5/6/1990,Homo_sapiens,Dermacentor_variabilis,Managed,2
TD0990,5/7/1990,Homo_sapiens,Dermacentor_variabilis,Managed,1
TD0991,5/7/1990,Homo_sapiens,Dermacentor_variabilis,Managed,1
TD0997,5/7/1990,Homo_sapiens,Dermacentor_variabilis,Managed,1
TD0998,5/7/1990,Domestic_pets,Dermacentor_variabilis,Managed,14
TD0992,5/7/1990,Not_attached,Dermacentor_variabilis,Managed,4
TD0993,5/7/1990,Not_attached,Dermacentor_variabilis,Managed,1
TD1005,5/8/1990,Canis_lupus,Dermacentor_variabilis,Managed,1
TD1012,5/8/1990,Homo_sapiens,Dermacentor_variabilis,Managed,1
TD1015,5/8/1990,Homo_sapiens,Dermacentor_variabilis,Managed,1
TD1017,5/8/1990,Homo_sapiens,Dermacentor_variabilis,Managed,2
TD1002,5/8/1990,Not_attached,Dermacentor_variabilis,Managed,1
TD1022,5/9/1990,Homo_sapiens,Dermacentor_variabilis,Managed,1
TD1027,5/9/1990,Homo_sapiens,Dermacentor_variabilis,Managed,1
TD1028,5/9/1990,Homo_sapiens,Dermacentor_variabilis,Managed,1
TD1035,5/9/1990,Homo_sapiens,Dermacentor_variabilis,Managed,1
TD1037,5/9/1990,Homo_sapiens,Dermacentor_variabilis,Managed,1
TD1021,5/9/1990,Not_attached,Dermacentor_variabilis,Managed,1
TD1023,5/9/1990,Not_attached,Dermacentor_variabilis,Managed,2
TD1030,5/9/1990,Not_attached,Dermacentor_variabilis,Managed,3
TD1047,5/10/1990,Canis_lupus,Dermacentor_variabilis,Managed,2
TD1043,5/10/1990,Homo_sapiens,Dermacentor_variabilis,Managed,1
TD1053,5/10/1990,Homo_sapiens,Dermacentor_variabilis,Managed,4
TD1061,5/11/1990,Canis_lupus,Dermacentor_variabilis,Managed,9
TD1069,5/11/1990,Canis_lupus,Dermacentor_variabilis,Managed,3
TD1068,5/11/1990,Homo_sapiens,Dermacentor_variabilis,Managed,1
TD1071,5/11/1990,Homo_sapiens,Dermacentor_variabilis,Managed,1
TD1081,5/12/1990,Homo_sapiens,Amblyomma_americanum,Managed,1
TD1084,5/12/1990,Homo_sapiens,Dermacentor_variabilis,Managed,1
TD1077,5/12/1990,Not_attached,Dermacentor_variabilis,Managed,1
TD1085,5/13/1990,Canis_lupus,Dermacentor_variabilis,Managed,1
TD1088,5/13/1990,Homo_sapiens,Dermacentor_variabilis,Managed,2
TD1099,5/14/1990,Not_attached,Dermacentor_variabilis,Managed,2
TD1114,5/15/1990,Canis_lupus,Dermacentor_variabilis,Managed,6
TD1124,5/15/1990,Canis_lupus,Dermacentor_variabilis,Managed,2
TD1115,5/15/1990,Homo_sapiens,Dermacentor_variabilis,Managed,1
TD1119,5/15/1990,Not_attached,Dermacentor_variabilis,Managed,1
TD1129,5/16/1990,Homo_sapiens,Dermacentor_variabilis,Managed,1
TD1140,5/16/1990,Not_attached,Dermacentor_variabilis,Managed,1
TD1158,5/17/1990,Canis_lupus,Dermacentor_variabilis,Managed,1
TD1146,5/17/1990,Not_attached,Dermacentor_variabilis,Managed,1
TD1161,5/18/1990,Homo_sapiens,Dermacentor_variabilis,Managed,1
TD1162,5/18/1990,Not_attached,Dermacentor_variabilis,Managed,1
TD1169,5/18/1990,Homo_sapiens,Ixodes_dentatus,Managed,1
TD1180,5/20/1990,Not_attached,Dermacentor_variabilis,Managed,1
TD1181,5/20/1990,Felis_silvestris,Ixodes_cookei,Managed,1
TD1189,5/21/1990,Homo_sapiens,Dermacentor_variabilis,Managed,1
TD1190,5/21/1990,Homo_sapiens,Dermacentor_variabilis,Managed,1
TD1200,5/21/1990,Homo_sapiens,Dermacentor_variabilis,Managed,1
TD1194,5/21/1990,Not_attached,Dermacentor_variabilis,Managed,1
TD1209,5/22/1990,Homo_sapiens,Dermacentor_variabilis,Managed,1
TD1215,5/22/1990,Homo_sapiens,Dermacentor_variabilis,Managed,1
TD1216,5/22/1990,Homo_sapiens,Dermacentor_variabilis,Managed,1
TD1213,5/22/1990,Not_attached,Dermacentor_variabilis,Managed,1
TD1204,5/22/1990,Felis_silvestris,Ixodes_cookei,Managed,1
TD1220,5/22/1990,Homo_sapiens,Ixodes_dentatus,Managed,1
TD1222,5/23/1990,Canis_lupus,Dermacentor_variabilis,Managed,1
TD1228,5/23/1990,Homo_sapiens,Dermacentor_variabilis,Managed,1
TD1231,5/23/1990,Homo_sapiens,Dermacentor_variabilis,Managed,1
TD1234,5/23/1990,Not_attached,Dermacentor_variabilis,Managed,2
TD1241,5/24/1990,Homo_sapiens,Amblyomma_americanum,Managed,1
TD1247,5/24/1990,Canis_lupus,Dermacentor_variabilis,Managed,1
TD1250,5/25/1990,Homo_sapiens,Dermacentor_variabilis,Managed,1
TD1260,5/25/1990,Homo_sapiens,Dermacentor_variabilis,Managed,1
TD1261,5/25/1990,Canis_lupus,Ixodes_cookei,Managed,1
TD1251,5/25/1990,Homo_sapiens,Ixodes_cookei,Managed,1
TD1263,5/26/1990,Homo_sapiens,Dermacentor_variabilis,Managed,1
TD1265,5/26/1990,Homo_sapiens,Dermacentor_variabilis,Managed,2
TD1262,5/26/1990,Canis_lupus,Ixodes_cookei,Managed,1
TD1264,5/26/1990,Homo_sapiens,Ixodes_scapularis,Managed,1
TD1277,5/28/1990,Canis_lupus,Dermacentor_variabilis,Managed,3
TD1284,5/28/1990,Homo_sapiens,Dermacentor_variabilis,Managed,1
TD1292,5/29/1990,Homo_sapiens,Dermacentor_variabilis,Managed,1
TD1291,5/29/1990,Not_attached,Dermacentor_variabilis,Managed,1
TD1298,5/29/1990,Homo_sapiens,Ixodes_scapularis,Managed,1
TD1305,5/30/1990,Felis_silvestris,Dermacentor_variabilis,Managed,1
TD1304,5/30/1990,Canis_lupus,Dermacentor_variabilis,Managed,3
TD1303,5/30/1990,Felis_silvestris,Ixodes_cookei,Managed,1
TD1314,5/31/1990,Homo_sapiens,Dermacentor_variabilis,Managed,1
TD1317,5/31/1990,Homo_sapiens,Dermacentor_variabilis,Managed,1
TD1318,5/31/1990,Homo_sapiens,Dermacentor_variabilis,Managed,1
TD1324,5/31/1990,Homo_sapiens,Dermacentor_variabilis,Managed,1
TD1321,5/31/1990,Not_attached,Ixodes_scapularis,Managed,1
TD1337,6/1/1990,Canis_lupus,Dermacentor_variabilis,Managed,1
TD1331,6/1/1990,Homo_sapiens,Dermacentor_variabilis,Managed,1
TD1342,6/2/1990,Homo_sapiens,Dermacentor_variabilis,Managed,1
TD1346,6/3/1990,Homo_sapiens,Dermacentor_variabilis,Managed,1
TD1345,6/3/1990,Homo_sapiens,Ixodes_dentatus,Managed,1
TD1354,6/4/1990,Homo_sapiens,Amblyomma_americanum,Managed,1
TD1359,6/4/1990,Homo_sapiens,Dermacentor_variabilis,Managed,1
TD1360,6/4/1990,Homo_sapiens,Dermacentor_variabilis,Managed,1
TD1362,6/4/1990,Canis_lupus,Ixodes_cookei,Managed,1
TD1369,6/5/1990,Canis_lupus,Dermacentor_variabilis,Managed,13
TD1367,6/5/1990,Homo_sapiens,Dermacentor_variabilis,Managed,1
TD1371,6/5/1990,Homo_sapiens,Dermacentor_variabilis,Managed,1
TD1380,6/6/1990,Homo_sapiens,Dermacentor_variabilis,Managed,1
TD1385,6/6/1990,Homo_sapiens,Dermacentor_variabilis,Managed,1
TD0606,1/30/1990,Not_attached,Ixodes_scapularis,Pasture,1
TD0652,4/5/1990,Canis_lupus,Dermacentor_variabilis,Pasture,1
TD0664,4/9/1990,Not_attached,Dermacentor_variabilis,Pasture,1
TD0665,4/9/1990,Not_attached,Dermacentor_variabilis,Pasture,1
TD0683,4/15/1990,Canis_lupus,Dermacentor_variabilis,Pasture,1
TD0684,4/15/1990,Canis_lupus,Ixodes_scapularis,Pasture,1
TD0693,4/16/1990,Not_attached,Dermacentor_variabilis,Pasture,1
TD0704,4/18/1990,Felis_silvestris,Dermacentor_variabilis,Pasture,1
TD0703,4/18/1990,Not_attached,Dermacentor_variabilis,Pasture,1
TD0739,4/22/1990,Canis_lupus,Dermacentor_variabilis,Pasture,2
TD0765,4/24/1990,Canis_lupus,Dermacentor_variabilis,Pasture,1
TD0757,4/24/1990,Homo_sapiens,Dermacentor_variabilis,Pasture,10
TD0783,4/25/1990,Canis_lupus,Dermacentor_variabilis,Pasture,3
TD0782,4/25/1990,Not_attached,Dermacentor_variabilis,Pasture,2
TD0774,4/25/1990,Homo_sapiens,Ixodes_scapularis,Pasture,1
TD0796,4/26/1990,Canis_lupus,Dermacentor_variabilis,Pasture,3
TD0901,5/1/1990,Canis_lupus,Ixodes_cookei,Pasture,1
TD0905,5/2/1990,Canis_lupus,Dermacentor_variabilis,Pasture,1
TD0917,5/2/1990,Canis_lupus,Dermacentor_variabilis,Pasture,2
TD0908,5/2/1990,Homo_sapiens,Dermacentor_variabilis,Pasture,1
TD0954,5/4/1990,Canis_lupus,Dermacentor_variabilis,Pasture,9
TD0959,5/5/1990,Homo_sapiens,Dermacentor_variabilis,Pasture,1
TD0961,5/5/1990,Homo_sapiens,Dermacentor_variabilis,Pasture,1
TD0986,5/7/1990,Homo_sapiens,Dermacentor_variabilis,Pasture,1
TD0979,5/7/1990,Not_attached,Dermacentor_variabilis,Pasture,1
TD1001,5/8/1990,Canis_lupus,Dermacentor_variabilis,Pasture,1
TD1006,5/8/1990,Homo_sapiens,Dermacentor_variabilis,Pasture,2
TD1003,5/8/1990,Canis_lupus,Ixodes_cookei,Pasture,1
TD1034,5/9/1990,Canis_lupus,Dermacentor_variabilis,Pasture,1
TD1046,5/10/1990,Canis_lupus,Dermacentor_variabilis,Pasture,1
TD1050,5/10/1990,Canis_lupus,Dermacentor_variabilis,Pasture,1
TD1052,5/10/1990,Canis_lupus,Dermacentor_variabilis,Pasture,1
TD1128,5/16/1990,Canis_lupus,Dermacentor_variabilis,Pasture,1
TD1135,5/16/1990,Canis_lupus,Dermacentor_variabilis,Pasture,10
TD1132,5/16/1990,Homo_sapiens,Dermacentor_variabilis,Pasture,2
TD1133,5/16/1990,Bovidae,Ixodes_cookei,Pasture,1
TD1206,5/22/1990,Marmota_monax,Ixodes_cookei,Pasture,1
TD1244,5/24/1990,Canis_lupus,Dermacentor_variabilis,Pasture,2
TD1268,5/27/1990,Canis_lupus,Dermacentor_variabilis,Pasture,1
TD1272,5/27/1990,Canis_lupus,Ixodes_cookei,Pasture,1
TD1301,5/30/1990,human and horse,Dermacentor_variabilis,Pasture,1
TD1312,5/31/1990,Homo_sapiens,Dermacentor_variabilis,Pasture,3
TD1325,5/31/1990,Homo_sapiens,Dermacentor_variabilis,Pasture,1
TD1338,6/1/1990,Homo_sapiens,Dermacentor_variabilis,Pasture,10
TD1357,6/4/1990,Canis_lupus,Dermacentor_variabilis,Pasture,1
TD1361,6/4/1990,Homo_sapiens,Dermacentor_variabilis,Pasture,1
TD1364,6/4/1990,Homo_sapiens,Ixodes_cookei,Pasture,1
TD1252,5/25/1990,Not_attached,Dermacentor_variabilis,Ecotone,1
